I,II,V1,V2,V3,V4,V5,V6,III,aVR,aVL,aVF
-87,-39,117,117,-43,-136,-185,-107,48,63,-67,4
-82,-24,136,126,-39,-117,-185,-107,58,53,-70,17
-53,9,141,146,-19,-117,-180,-87,62,22,-57,35
-43,9,141,151,-19,-112,-175,-97,52,17,-47,30
9,29,146,151,-9,-107,-165,-87,20,-19,-5,24
-4,29,156,151,-9,-97,-151,-78,33,-12,-18,31
-29,39,161,151,-9,-92,-131,-73,68,-5,-48,53
9,68,165,175,9,-78,-126,-68,59,-38,-25,63
-4,53,175,175,9,-68,-117,-58,57,-24,-30,55
-9,48,175,175,9,-68,-117,-58,57,-19,-33,52
-14,43,175,175,9,-68,-117,-58,57,-14,-35,50
-19,39,175,175,9,-68,-117,-58,58,-10,-38,48
-9,34,180,165,4,-68,-131,-63,43,-12,-26,38
-9,39,180,170,9,-68,-136,-63,48,-15,-28,43
0,34,180,175,14,-68,-131,-53,34,-17,-17,34
-4,29,175,175,14,-63,-136,-53,33,-12,-18,31
14,39,165,185,24,-73,-165,-68,25,-26,-5,32
-4,34,161,170,9,-82,-190,-73,38,-15,-21,36
-9,29,151,161,9,-82,-209,-73,38,-10,-23,33
0,48,141,156,9,-82,-224,-73,48,-24,-24,48
9,43,146,146,4,-87,-239,-73,34,-26,-12,38
19,34,141,141,0,-82,-253,-68,15,-26,2,24
-19,14,136,136,4,-82,-268,-63,33,2,-26,23
-43,-4,131,136,-9,-82,-283,-63,39,23,-41,17
-58,-4,117,122,-4,-73,-312,-63,54,31,-56,25
-53,0,112,112,-4,-73,-331,-63,53,26,-53,26
-39,4,102,107,-4,-78,-351,-63,43,17,-41,23
-14,24,102,107,-4,-78,-380,-63,38,-5,-26,31
4,53,112,112,9,-58,-419,-48,49,-28,-22,51
34,73,112,112,14,-48,-453,-29,39,-53,-2,56
43,82,97,102,19,-34,-483,-29,39,-62,2,60
43,68,82,87,14,-43,-517,-24,25,-55,9,46
24,39,68,87,0,-58,-570,-43,15,-31,4,27
39,29,58,78,-4,-63,-595,-48,-10,-34,24,9
19,29,48,73,-14,-68,-614,-53,10,-24,4,19
4,9,48,73,-19,-68,-629,-58,5,-6,0,7
-4,0,48,58,-24,-73,-644,-63,4,2,-4,2
-14,-24,43,48,-34,-82,-678,-73,-10,19,-2,-17
-39,-39,34,39,-48,-87,-702,-82,0,39,-19,-19
-48,-48,29,34,-53,-92,-717,-87,0,48,-24,-24
-19,-19,34,48,-39,-73,-707,-78,0,19,-9,-9
4,9,53,58,-24,-68,-707,-63,5,-6,0,7
24,29,68,68,-9,-63,-717,-53,5,-26,9,17
48,53,73,73,0,-58,-717,-43,5,-50,21,29
43,48,73,63,-9,-68,-707,-53,5,-45,19,26
19,24,73,63,-14,-73,-722,-63,5,-21,7,14
14,19,73,63,-19,-73,-722,-63,5,-16,4,12
9,14,73,63,-24,-78,-712,-58,5,-11,2,9
4,14,73,63,-29,-87,-712,-63,10,-9,-3,12
4,14,73,63,-39,-97,-722,-78,10,-9,-3,12
-24,-4,73,53,-58,-117,-741,-92,20,14,-22,8
-48,-34,73,48,-63,-126,-741,-112,14,41,-31,-10
-43,-29,58,53,-63,-122,-717,-97,14,36,-28,-7
-39,-24,58,48,-63,-117,-712,-92,15,31,-27,-4
-43,-19,58,48,-63,-117,-707,-92,24,31,-33,2
-34,-14,53,48,-58,-112,-702,-87,20,24,-27,3
-53,-29,43,48,-58,-122,-707,-97,24,41,-38,-2
-68,-43,53,43,-63,-122,-712,-102,25,55,-46,-9
-82,-53,58,43,-68,-126,-707,-97,29,67,-55,-12
-107,-78,58,39,-73,-131,-712,-102,29,92,-68,-24
-92,-78,63,34,-78,-136,-717,-102,14,85,-53,-32
-87,-82,63,34,-78,-131,-727,-102,5,84,-46,-38
-97,-78,68,34,-78,-126,-732,-97,19,87,-58,-29
-107,-68,68,34,-78,-122,-732,-92,39,87,-73,-14
-82,-53,78,43,-73,-122,-717,-82,29,67,-55,-12
-63,-39,78,39,-78,-126,-712,-92,24,51,-43,-7
-39,-19,78,39,-78,-126,-707,-92,20,29,-29,0
-14,-4,78,39,-73,-126,-692,-92,10,9,-12,3
-34,-24,73,39,-68,-126,-663,-102,10,29,-22,-7
-43,-39,73,43,-68,-122,-663,-102,4,41,-23,-17
-53,-48,68,43,-68,-122,-668,-102,5,50,-29,-21
-63,-48,63,39,-68,-126,-668,-102,15,55,-39,-16
-73,-68,63,29,-87,-131,-653,-102,5,70,-39,-31
-73,-78,58,29,-87,-131,-629,-102,-5,75,-34,-41
-68,-68,58,29,-87,-131,-605,-102,0,68,-34,-34
-58,-48,63,29,-82,-126,-580,-97,10,53,-34,-19
-63,-34,63,43,-73,-117,-561,-87,29,48,-46,-2
-68,-43,63,43,-73,-117,-556,-87,25,55,-46,-9
-92,-53,58,34,-78,-126,-551,-92,39,72,-65,-7
-97,-53,53,29,-87,-131,-551,-97,44,75,-70,-4
-112,-68,39,19,-92,-146,-561,-102,44,90,-78,-12
-117,-78,39,24,-92,-146,-551,-107,39,97,-78,-19
-102,-73,43,24,-97,-146,-551,-112,29,87,-65,-22
-107,-78,48,24,-97,-151,-551,-112,29,92,-68,-24
-87,-73,63,39,-92,-146,-546,-107,14,80,-50,-29
-87,-78,68,39,-87,-141,-541,-102,9,82,-48,-34
-97,-78,73,34,-87,-136,-541,-97,19,87,-58,-29
-87,-73,82,34,-82,-136,-551,-92,14,80,-50,-29
-92,-82,34,14,-92,-136,-580,-97,10,87,-51,-36
-53,-34,34,34,-92,-126,-566,-102,19,43,-36,-7
-19,19,82,58,-92,-136,-575,-102,38,0,-28,28
-63,9,107,63,-82,-141,-595,-107,72,27,-67,40
-136,-53,107,73,-68,-136,-610,-97,83,94,-109,15
-151,-82,117,102,-53,-126,-605,-102,69,116,-110,-6
-117,-68,156,146,-29,-126,-614,-102,49,92,-83,-9
-107,-68,165,175,0,-107,-629,-102,39,87,-73,-14
-107,-68,161,175,39,-92,-644,-102,39,87,-73,-14
-63,-39,136,170,68,-43,-629,-87,24,51,-43,-7
-48,-43,97,151,126,39,-590,-58,5,45,-26,-19
-58,-68,34,102,180,126,-575,-29,-10,63,-24,-39
-34,-48,-14,39,239,214,-527,14,-14,41,-10,-31
39,14,-34,4,322,346,-434,97,-25,-26,32,-5
146,82,-53,-39,419,497,-322,190,-64,-114,105,9
278,161,-112,-107,502,658,-244,287,-117,-219,197,22
434,268,-214,-214,585,829,-161,380,-166,-351,300,51
536,356,-356,-366,639,980,-58,473,-180,-446,358,88
585,400,-468,-551,649,1112,24,546,-185,-492,385,107
639,453,-575,-732,634,1195,73,605,-186,-546,412,133
717,522,-688,-883,639,1254,112,653,-195,-619,456,163
756,551,-775,-1000,605,1273,136,668,-205,-653,480,173
712,507,-834,-1112,473,1146,92,644,-205,-609,458,151
614,424,-902,-1220,248,897,-29,585,-190,-519,402,117
497,341,-976,-1317,-19,590,-185,497,-156,-419,326,92
400,263,-971,-1356,-258,297,-346,385,-137,-331,268,63
341,200,-936,-1351,-448,29,-478,297,-141,-270,241,29
331,146,-932,-1337,-605,-180,-619,200,-185,-238,258,-19
307,102,-907,-1302,-775,-375,-761,97,-205,-204,256,-51
278,48,-844,-1244,-893,-536,-873,9,-230,-163,254,-91
224,-19,-795,-1180,-936,-614,-927,-53,-243,-102,233,-131
151,-82,-732,-1088,-907,-600,-971,-92,-233,-34,192,-157
82,-102,-653,-941,-800,-551,-1015,-107,-184,10,133,-143
82,-87,-570,-775,-673,-492,-1054,-112,-169,2,125,-128
112,-53,-458,-629,-590,-448,-1049,-102,-165,-29,138,-109
122,-43,-375,-512,-517,-414,-1063,-117,-165,-39,143,-104
73,-63,-312,-419,-448,-385,-1102,-136,-136,-5,104,-99
19,-87,-239,-341,-375,-341,-1132,-136,-106,34,62,-96
-14,-107,-185,-287,-331,-302,-1132,-131,-93,60,39,-100
-29,-87,-146,-239,-283,-278,-1132,-126,-58,58,14,-72
-19,-39,-92,-185,-239,-244,-1132,-102,-20,29,0,-29
9,-4,-29,-107,-190,-195,-1122,-92,-13,-2,11,-8
-9,-4,24,-34,-151,-170,-1098,-92,5,6,-7,0
-39,-29,39,14,-126,-170,-1093,-102,10,34,-24,-9
-68,-78,29,14,-122,-180,-1102,-126,-10,73,-29,-44
-92,-107,29,14,-112,-175,-1102,-131,-15,99,-38,-61
-92,-97,34,19,-107,-170,-1102,-136,-5,94,-43,-51
-78,-78,39,29,-97,-161,-1102,-136,0,78,-39,-39
-102,-107,34,29,-82,-151,-1083,-126,-5,104,-48,-56
-126,-102,43,34,-82,-146,-1058,-126,24,114,-75,-39
-156,-136,43,39,-78,-146,-1049,-126,20,146,-88,-58
-180,-156,39,39,-78,-146,-1029,-126,24,168,-102,-66
-131,-107,58,68,-58,-131,-1005,-112,24,119,-77,-41
-82,-58,78,78,-43,-122,-971,-107,24,70,-53,-17
-53,-19,87,82,-39,-102,-932,-97,34,36,-43,7
-24,9,97,92,-34,-92,-907,-87,33,7,-28,21
-48,-19,78,82,-48,-102,-897,-92,29,33,-38,5
-73,-39,73,78,-53,-112,-878,-97,34,56,-53,-2
-92,-63,63,73,-58,-122,-868,-102,29,77,-60,-17
-112,-82,58,63,-63,-126,-863,-112,30,97,-71,-26
-102,-68,78,73,-58,-122,-868,-107,34,85,-68,-17
-87,-53,87,87,-43,-117,-863,-102,34,70,-60,-9
-78,-29,97,107,-34,-102,-858,-92,49,53,-63,10
-63,-9,107,107,-29,-97,-844,-87,54,36,-58,22
-68,-24,92,92,-34,-112,-863,-92,44,46,-56,10
-63,-39,82,87,-34,-117,-888,-102,24,51,-43,-7
-68,-53,78,82,-39,-122,-907,-107,15,60,-41,-19
-73,-58,68,82,-43,-126,-927,-117,15,65,-44,-21
-73,-58,63,97,-39,-122,-961,-112,15,65,-44,-21
-82,-58,68,97,-34,-117,-995,-112,24,70,-53,-17
-107,-63,68,97,-34,-107,-1019,-107,44,85,-75,-9
-117,-63,63,97,-29,-117,-1044,-107,54,90,-85,-4
-92,-39,68,82,-24,-102,-1063,-97,53,65,-72,7
-68,-39,73,78,-19,-97,-1083,-97,29,53,-48,-5
-43,-24,78,78,-29,-97,-1098,-92,19,33,-31,-2
-9,-4,82,82,-14,-92,-1112,-82,5,6,-7,0
-48,-9,73,97,-19,-92,-1137,-92,39,28,-43,15
-43,-4,73,97,-19,-92,-1151,-92,39,23,-41,17
-48,-9,73,97,-19,-92,-1166,-92,39,28,-43,15
-53,-29,73,97,-19,-97,-1180,-97,24,41,-38,-2
-73,-34,68,92,-24,-102,-1195,-112,39,53,-56,2
-92,-39,63,87,-24,-102,-1215,-107,53,65,-72,7
-87,-43,58,87,-9,-97,-1215,-112,44,65,-65,0
-68,-39,53,82,-9,-97,-1220,-117,29,53,-48,-5
-63,-29,73,102,-4,-92,-1224,-112,34,46,-48,2
-73,-24,78,102,0,-87,-1220,-102,49,48,-61,12
-68,-19,82,102,14,-78,-1234,-97,49,43,-58,15
-48,-4,92,107,14,-63,-1239,-92,44,26,-46,20
-39,9,78,97,19,-53,-1244,-82,48,15,-43,28
-39,9,68,92,19,-53,-1244,-73,48,15,-43,28
-24,4,63,92,24,-53,-1239,-73,28,10,-26,16
-39,4,53,102,34,-53,-1234,-78,43,17,-41,23
-53,-14,39,87,19,-58,-1249,-87,39,33,-46,12
-73,-39,34,87,9,-68,-1273,-102,34,56,-53,-2
-92,-68,29,82,9,-78,-1302,-112,24,80,-58,-22
-117,-92,29,78,9,-78,-1317,-112,25,104,-71,-33
-82,-48,43,97,34,-53,-1298,-97,34,65,-58,-7
-48,-14,53,102,43,-48,-1298,-87,34,31,-41,10
-9,29,58,107,48,-34,-1317,-73,38,-10,-23,33
34,58,68,112,63,-24,-1317,-63,24,-46,5,41
29,63,68,122,78,-14,-1302,-53,34,-46,-2,48
19,58,63,131,87,-14,-1302,-53,39,-38,-10,48
9,43,63,136,92,-9,-1302,-53,34,-26,-12,38
-9,39,58,136,92,-9,-1312,-53,48,-15,-28,43
-24,19,39,126,87,-9,-1317,-58,43,2,-33,31
-29,9,34,117,87,-4,-1307,-58,38,10,-33,23
-19,4,29,117,92,-4,-1312,-58,23,7,-21,13
-9,0,19,92,92,-4,-1312,-63,9,4,-9,4
9,29,34,122,112,9,-1298,-53,20,-19,-5,24
24,19,43,126,122,24,-1283,-48,-5,-21,14,7
14,19,48,126,126,29,-1273,-48,5,-16,4,12
4,4,43,131,131,34,-1263,-48,0,-4,2,2
9,14,43,126,136,39,-1249,-48,5,-11,2,9
24,19,39,126,141,43,-1234,-43,-5,-21,14,7
24,19,39,126,146,53,-1229,-43,-5,-21,14,7
24,19,39,126,151,53,-1224,-39,-5,-21,14,7
34,29,39,136,161,68,-1210,-34,-5,-31,19,12
53,29,39,136,170,78,-1180,-29,-24,-41,38,2
73,43,39,136,185,92,-1161,-29,-30,-58,51,6
87,53,34,131,195,107,-1132,-24,-34,-70,60,9
87,43,24,112,190,102,-1156,-24,-44,-65,65,0
87,43,9,107,180,92,-1161,-24,-44,-65,65,0
63,19,0,97,175,87,-1166,-24,-44,-41,53,-12
78,29,0,97,170,82,-1180,-24,-49,-53,63,-10
58,9,-9,78,165,82,-1200,-34,-49,-33,53,-20
68,-9,-19,73,161,78,-1205,-39,-77,-29,72,-43
68,-14,-24,68,156,78,-1224,-34,-82,-27,75,-48
68,-14,-34,53,151,82,-1244,-43,-82,-27,75,-48
78,0,-24,63,151,78,-1259,-43,-78,-39,78,-39
58,-4,-29,68,156,78,-1283,-39,-62,-27,60,-33
34,-9,-39,68,151,78,-1317,-39,-43,-12,38,-26
4,-39,-39,58,141,73,-1351,-53,-43,17,23,-41
19,-34,-29,58,146,82,-1371,-43,-53,7,36,-43
53,-9,-19,53,146,87,-1376,-24,-62,-22,57,-35
82,29,-19,53,151,87,-1371,-4,-53,-55,67,-12
117,73,-9,58,156,92,-1390,4,-44,-95,80,14
117,63,-14,63,141,87,-1405,-19,-54,-90,85,4
102,48,-19,48,131,73,-1395,-24,-54,-75,78,-3
87,43,-29,39,122,68,-1415,-24,-44,-65,65,0
73,34,-39,34,112,58,-1429,-29,-39,-53,56,-2
97,53,-34,43,112,53,-1429,-29,-44,-75,70,4
107,43,-29,39,102,53,-1439,-29,-64,-75,85,-10
107,48,-24,34,97,39,-1439,-34,-59,-77,83,-5
117,39,-19,29,92,29,-1434,-34,-78,-78,97,-19
107,29,-19,29,82,34,-1424,-34,-78,-68,92,-24
102,39,-19,24,78,24,-1415,-34,-63,-70,82,-12
97,39,-19,24,68,14,-1405,-34,-58,-68,77,-9
82,39,-19,29,58,14,-1400,-29,-43,-60,62,-2
73,24,-34,24,39,4,-1395,-43,-49,-48,61,-12
63,9,-29,19,34,-4,-1381,-48,-54,-36,58,-22
53,-9,-34,14,29,-14,-1346,-43,-62,-22,57,-35
39,-24,-39,4,19,-34,-1332,-58,-63,-7,51,-43
4,-48,-43,4,14,-43,-1312,-73,-52,22,28,-50
-9,-63,-43,-4,4,-58,-1288,-78,-54,36,22,-58
-9,-63,-39,4,4,-63,-1263,-78,-54,36,22,-58
-19,-63,-34,4,0,-63,-1239,-78,-44,41,12,-53
-19,-58,-19,9,0,-48,-1205,-73,-39,38,10,-48
-14,-43,-19,9,0,-43,-1185,-63,-29,28,7,-36
-34,-63,-24,4,-9,-48,-1166,-58,-29,48,-2,-46
-68,-82,-24,4,-9,-48,-1137,-58,-14,75,-27,-48
-68,-63,-19,9,-19,-53,-1117,-78,5,65,-36,-29
-73,-78,-19,9,-29,-63,-1112,-82,-5,75,-34,-41
-78,-97,-19,4,-34,-82,-1102,-82,-19,87,-29,-58
-73,-78,-19,4,-39,-87,-1083,-82,-5,75,-34,-41
-58,-58,0,14,-34,-82,-1073,-78,0,58,-29,-29
-48,-48,9,24,-29,-78,-1073,-73,0,48,-24,-24
-39,-14,24,34,-29,-78,-1054,-68,25,26,-32,5
-19,-19,29,39,-24,-73,-1034,-63,0,19,-9,-9
-39,-43,24,34,-34,-82,-1034,-68,-4,41,-17,-23
-53,-34,34,34,-39,-87,-1049,-73,19,43,-36,-7
-39,-9,34,39,-39,-92,-1049,-78,30,24,-34,10
-34,0,39,43,-29,-97,-1049,-82,34,17,-34,17
-43,-4,43,48,-39,-87,-1054,-78,39,23,-41,17
-68,-19,48,53,-53,-97,-1073,-73,49,43,-58,15
-78,-34,53,48,-58,-107,-1093,-78,44,56,-61,5
-92,-53,63,53,-63,-112,-1102,-82,39,72,-65,-7
-73,-43,68,63,-63,-107,-1127,-73,30,58,-51,-6
-53,-9,68,63,-58,-107,-1141,-68,44,31,-48,17
-43,-9,68,73,-48,-107,-1161,-68,34,26,-38,12
-63,-24,73,78,-43,-112,-1176,-78,39,43,-51,7
-117,-63,68,63,-53,-126,-1195,-82,54,90,-85,-4
-112,-58,73,58,-68,-131,-1210,-82,54,85,-83,-2
-126,-78,68,53,-87,-141,-1215,-87,48,102,-87,-15
-146,-97,63,48,-102,-151,-1220,-97,49,121,-97,-24
-122,-73,68,63,-92,-146,-1190,-87,49,97,-85,-12
-97,-48,73,73,-82,-141,-1180,-87,49,72,-73,0
-68,-19,87,82,-73,-136,-1176,-82,49,43,-58,15
-43,4,92,87,-63,-141,-1166,-82,47,19,-45,25
-63,-9,82,82,-78,-141,-1146,-97,54,36,-58,22
-92,-24,82,73,-82,-141,-1132,-97,68,58,-80,22
-102,-34,82,68,-87,-141,-1127,-97,68,68,-85,17
-122,-48,87,68,-92,-146,-1102,-102,74,85,-98,13
-136,-68,82,68,-92,-156,-1078,-112,68,102,-102,0
-146,-87,82,68,-97,-156,-1068,-122,59,116,-102,-14
-161,-97,78,68,-97,-165,-1068,-122,64,129,-112,-16
-185,-102,78,68,-92,-165,-1058,-117,83,143,-134,-9
-156,-92,73,68,-97,-165,-1029,-117,64,124,-110,-14
-131,-92,73,68,-107,-170,-1010,-117,39,111,-85,-26
-141,-92,78,68,-112,-170,-1000,-117,49,116,-95,-21
-131,-78,78,73,-117,-165,-985,-112,53,104,-92,-12
-122,-68,73,78,-102,-151,-966,-92,54,95,-88,-7
-117,-63,82,78,-92,-141,-961,-87,54,90,-85,-4
-122,-63,82,78,-87,-136,-966,-92,59,92,-90,-2
-136,-73,78,78,-82,-146,-971,-97,63,104,-99,-5
-136,-68,78,78,-82,-136,-961,-97,68,102,-102,0
-141,-87,78,78,-92,-136,-976,-97,54,114,-97,-16
-161,-97,73,73,-92,-141,-980,-102,64,129,-112,-16
-180,-92,73,68,-92,-141,-990,-107,88,136,-134,-2
-151,-58,82,82,-73,-131,-971,-97,93,104,-122,17
-102,-24,97,97,-58,-117,-951,-78,78,63,-90,27
-48,34,107,107,-43,-97,-932,-58,82,7,-65,58
-4,58,122,117,-39,-87,-912,-48,62,-27,-33,60
-53,29,107,97,-48,-97,-902,-68,82,12,-67,55
-68,0,97,87,-53,-97,-878,-78,68,34,-68,34
-87,-19,107,82,-63,-87,-868,-87,68,53,-77,24
-82,-19,102,87,-58,-97,-854,-78,63,50,-72,22
-102,-24,102,82,-48,-92,-819,-78,78,63,-90,27
-117,-29,97,82,-48,-97,-800,-78,88,73,-102,29
-131,-34,87,82,-48,-97,-785,-78,97,82,-114,31
-117,-29,102,92,-39,-92,-766,-73,88,73,-102,29
-39,34,131,107,-19,-48,-683,-48,73,2,-56,53
-19,53,131,122,0,-29,-663,-39,72,-17,-45,62
-9,63,131,131,0,-39,-624,-39,72,-27,-40,67
-48,48,136,136,-9,-48,-614,-39,96,0,-72,72
-68,29,122,122,-19,-63,-624,-43,97,19,-82,63
-87,9,117,117,-19,-68,-634,-48,96,39,-91,52
-107,-9,112,112,-19,-73,-644,-53,98,58,-102,44
-126,-29,107,107,-19,-78,-653,-58,97,77,-111,34
-102,-9,126,122,-14,-68,-663,-48,93,55,-97,42
-87,9,131,131,-9,-58,-663,-43,96,39,-91,52
-63,19,136,141,-4,-48,-653,-29,82,22,-72,50
-53,29,136,146,-4,-34,-653,-24,82,12,-67,55
-63,14,146,146,4,-34,-673,-29,77,24,-70,45
-92,-4,141,131,-9,-43,-688,-34,88,48,-90,42
-107,-24,131,122,-9,-43,-697,-34,83,65,-95,29
-107,-19,122,117,-9,-43,-702,-34,88,63,-97,34
-97,-24,107,102,-24,-53,-717,-43,73,60,-85,24
-78,-24,92,92,-29,-53,-732,-48,54,51,-66,15
-107,-34,78,82,-24,-58,-746,-53,73,70,-90,19
-122,-43,63,78,-39,-63,-761,-63,79,82,-100,18
-117,-24,73,78,-39,-53,-761,-58,93,70,-105,34
-102,-9,73,73,-34,-53,-761,-53,93,55,-97,42
-78,4,68,73,-29,-58,-761,-48,82,37,-80,43
-43,34,73,78,-24,-58,-771,-43,77,4,-60,55
-34,43,82,73,-24,-43,-771,-29,77,-4,-55,60
-14,53,82,73,-24,-39,-775,-19,67,-19,-40,60
-14,53,68,63,-24,-29,-775,-29,67,-19,-40,60
-24,29,53,48,-34,-43,-780,-34,53,-2,-38,41
-43,9,39,48,-43,-48,-810,-48,52,17,-47,30
-19,9,29,39,-43,-53,-819,-48,28,5,-23,18
-29,19,19,34,-48,-58,-824,-48,48,5,-38,33
-34,9,19,34,-48,-58,-824,-48,43,12,-38,26
-29,24,39,43,-34,-43,-824,-34,53,2,-41,38
-24,14,43,48,-34,-43,-844,-34,38,5,-31,26
-34,14,43,53,-39,-39,-854,-34,48,10,-41,31
-29,19,48,63,-34,-34,-854,-29,48,5,-38,33
-34,9,34,48,-34,-34,-858,-39,43,12,-38,26
-34,9,43,48,-34,-39,-863,-34,43,12,-38,26
-39,0,48,48,-34,-43,-878,-34,39,19,-39,19
-39,-4,43,43,-39,-48,-883,-34,35,21,-37,15
-43,-9,39,34,-48,-53,-878,-43,34,26,-38,12
-68,-34,34,34,-53,-63,-888,-53,34,51,-51,0
-73,-39,29,34,-58,-68,-883,-53,34,56,-53,-2
-78,-43,24,34,-63,-78,-868,-48,35,60,-56,-4
-97,-58,29,24,-68,-92,-878,-53,39,77,-68,-9
-112,-63,34,24,-78,-97,-888,-68,49,87,-80,-7
-156,-87,39,14,-97,-112,-907,-82,69,121,-112,-9
-195,-122,43,9,-102,-117,-907,-102,73,158,-134,-24
-175,-112,43,9,-92,-102,-888,-97,63,143,-119,-24
-165,-92,48,9,-92,-97,-888,-92,73,128,-119,-9
-165,-73,53,14,-92,-97,-888,-92,92,119,-128,9
-151,-53,53,19,-87,-92,-888,-87,98,102,-124,22
-141,-48,39,14,-92,-92,-897,-82,93,94,-117,22
-126,-43,43,14,-92,-92,-897,-82,83,84,-104,20
-112,-34,43,19,-92,-97,-888,-73,78,73,-95,22
-107,-39,39,19,-92,-102,-888,-73,68,73,-87,14
-107,-39,48,24,-97,-102,-888,-92,68,73,-87,14
-107,-53,43,24,-97,-102,-893,-92,54,80,-80,0
-122,-58,43,24,-97,-102,-893,-87,64,90,-93,3
-136,-58,39,24,-97,-102,-888,-82,78,97,-107,10
-156,-68,29,19,-112,-112,-888,-82,88,112,-122,10
-161,-78,29,9,-117,-117,-888,-92,83,119,-122,2
-161,-82,29,4,-117,-117,-888,-92,79,121,-120,-1
-161,-92,29,0,-112,-117,-878,-92,69,126,-115,-11
-141,-78,34,4,-102,-107,-854,-82,63,109,-102,-7
-131,-68,43,14,-97,-102,-849,-82,63,99,-97,-2
-122,-53,48,19,-92,-102,-849,-82,69,87,-95,8
-112,-29,53,19,-87,-107,-844,-82,83,70,-97,27
-122,-48,48,19,-97,-112,-824,-82,74,85,-98,13
-122,-58,39,19,-97,-112,-805,-82,64,90,-93,3
-117,-48,34,19,-97,-112,-785,-82,69,82,-93,10
-107,-29,34,19,-92,-107,-766,-78,78,68,-92,24
-107,-29,43,14,-92,-117,-736,-87,78,68,-92,24
-107,-43,43,14,-92,-117,-722,-87,64,75,-85,10
-126,-58,39,4,-97,-126,-707,-92,68,92,-97,5
-126,-63,34,0,-107,-131,-697,-97,63,94,-94,0
-136,-78,19,9,-117,-131,-678,-97,58,107,-97,-10
-136,-78,19,14,-112,-126,-658,-97,58,107,-97,-10
-117,-63,24,14,-112,-122,-649,-97,54,90,-85,-4
-117,-58,29,14,-107,-122,-639,-92,59,87,-88,0
-122,-68,39,9,-117,-131,-614,-102,54,95,-88,-7
-136,-78,39,9,-117,-131,-600,-102,58,107,-97,-10
-161,-82,39,4,-122,-131,-590,-102,79,121,-120,-1
-165,-82,43,4,-122,-136,-590,-102,83,123,-124,0
-200,-92,14,4,-122,-126,-561,-97,108,146,-154,8
-209,-122,24,14,-112,-126,-546,-92,87,165,-148,-17
-175,-107,34,19,-112,-126,-536,-92,68,141,-121,-19
-131,-58,39,24,-112,-131,-546,-117,73,94,-102,7
-126,-53,78,63,-97,-136,-561,-126,73,89,-99,10
-141,-82,107,92,-73,-136,-556,-122,59,111,-100,-11
-146,-87,117,117,-48,-126,-546,-112,59,116,-102,-14
-165,-87,117,126,-19,-87,-541,-112,78,126,-121,-4
-165,-87,92,126,48,-34,-517,-92,78,126,-121,-4
-122,-58,78,112,136,53,-463,-58,64,90,-93,3
-39,-4,48,102,224,175,-375,0,35,21,-37,15
19,39,4,63,297,292,-312,68,20,-29,0,29
43,58,-24,19,366,419,-253,131,15,-50,14,36
87,92,-82,-53,429,551,-151,214,5,-89,41,48
175,161,-170,-175,507,712,-9,307,-14,-168,94,73
287,239,-278,-312,570,902,117,414,-48,-263,167,95
375,326,-380,-458,644,1083,239,527,-49,-350,212,138
458,434,-483,-619,688,1234,361,619,-24,-446,241,205
556,536,-605,-785,707,1346,473,692,-20,-546,288,258
590,561,-741,-946,702,1429,531,751,-29,-575,309,266
570,551,-824,-1068,658,1439,531,761,-19,-560,294,266
522,522,-873,-1176,507,1293,478,727,0,-522,261,261
468,468,-941,-1278,258,1010,375,644,0,-468,234,234
390,385,-980,-1366,-24,683,234,556,-5,-387,197,190
292,302,-966,-1385,-283,356,58,448,10,-297,141,156
224,214,-941,-1385,-492,63,-102,326,-10,-219,117,102
175,122,-956,-1371,-673,-204,-253,209,-53,-148,114,34
126,39,-951,-1346,-829,-434,-395,92,-87,-82,106,-24
112,-4,-897,-1283,-932,-580,-507,9,-116,-54,114,-60
73,-58,-814,-1185,-951,-624,-580,-29,-131,-7,102,-94
29,-78,-727,-1063,-897,-595,-595,-43,-107,24,68,-92
34,-73,-624,-922,-800,-541,-619,-53,-107,19,70,-90
43,-73,-546,-766,-702,-492,-644,-68,-116,15,79,-94
43,-78,-473,-629,-605,-453,-653,-73,-121,17,82,-99
-4,-112,-390,-522,-541,-419,-668,-102,-108,58,52,-110
-53,-161,-326,-434,-478,-395,-692,-136,-108,107,27,-134
-82,-170,-283,-380,-419,-356,-712,-136,-88,126,3,-129
-126,-156,-239,-322,-356,-312,-712,-126,-30,141,-48,-93
-92,-87,-175,-248,-292,-273,-692,-112,5,89,-48,-41
-39,-29,-117,-180,-253,-239,-653,-97,10,34,-24,-9
-58,-39,-82,-136,-229,-234,-644,-92,19,48,-38,-10
-58,-43,-39,-78,-200,-214,-634,-92,15,50,-36,-14
-9,-4,14,-4,-151,-170,-600,-73,5,6,-7,0
-39,-19,19,24,-117,-151,-566,-82,20,29,-29,0
-92,-73,9,24,-112,-161,-556,-112,19,82,-55,-27
-131,-107,9,14,-102,-156,-556,-112,24,119,-77,-41
-146,-102,14,9,-97,-151,-556,-112,44,124,-95,-29
-146,-87,19,9,-87,-141,-556,-107,59,116,-102,-14
-146,-92,19,34,-92,-141,-541,-87,54,119,-100,-19
-146,-73,34,43,-92,-136,-512,-87,73,109,-109,0
-151,-92,39,53,-87,-136,-497,-87,59,121,-105,-16
-151,-97,39,58,-87,-136,-473,-87,54,124,-102,-21
-136,-78,39,68,-63,-122,-468,-97,58,107,-97,-10
-112,-58,48,68,-53,-122,-453,-97,54,85,-83,-2
