I,II,V1,V2,V3,V4,V5,V6,III,aVR,aVL,aVF
-43,-161,-307,-444,-448,-375,-341,-165,-118,102,37,-139
-34,-122,-244,-351,-380,-326,-341,-146,-88,78,27,-105
-9,-68,-161,-263,-307,-283,-322,-136,-59,38,25,-63
4,-39,-97,-180,-244,-234,-292,-122,-43,17,23,-41
9,-19,-58,-131,-204,-209,-283,-117,-28,5,18,-23
-29,-58,-34,-97,-190,-204,-292,-131,-29,43,0,-43
-78,-112,-19,-78,-180,-204,-302,-131,-34,95,-22,-73
-68,-82,14,-43,-141,-180,-278,-112,-14,75,-27,-48
-68,-48,39,-4,-107,-151,-263,-112,20,58,-44,-14
-107,-97,39,-4,-112,-161,-273,-136,10,102,-58,-43
-141,-136,39,-4,-102,-156,-273,-141,5,138,-73,-65
-151,-136,43,0,-97,-151,-273,-146,15,143,-83,-60
-146,-126,48,9,-87,-141,-273,-146,20,136,-83,-53
-107,-87,68,34,-73,-117,-258,-117,20,97,-63,-33
-68,-24,92,53,-63,-107,-229,-107,44,46,-56,10
-34,0,107,73,-48,-102,-214,-97,34,17,-34,17
4,39,117,87,-39,-97,-190,-87,35,-21,-15,37
-24,14,97,87,-34,-102,-200,-107,38,5,-31,26
-34,-9,97,78,-34,-112,-190,-117,25,21,-29,8
-63,-43,87,63,-43,-112,-175,-122,20,53,-41,-11
-92,-87,78,53,-53,-122,-175,-126,5,89,-48,-41
-82,-68,92,68,-39,-107,-161,-112,14,75,-48,-27
-82,-48,102,78,-34,-102,-136,-107,34,65,-58,-7
-78,-34,107,87,-29,-97,-122,-102,44,56,-61,5
-73,-14,117,92,-24,-87,-112,-102,59,43,-66,22
-73,-29,107,92,-24,-97,-117,-102,44,51,-58,7
-68,-34,107,97,-14,-97,-122,-102,34,51,-51,0
-68,-29,107,107,-9,-87,-126,-97,39,48,-53,5
-63,-29,107,97,-9,-87,-122,-97,34,46,-48,2
-68,-39,92,87,-14,-97,-131,-102,29,53,-48,-5
-63,-39,92,87,-14,-97,-136,-102,24,51,-43,-7
-68,-39,97,87,-19,-97,-136,-97,29,53,-48,-5
-73,-29,97,92,-24,-97,-136,-97,44,51,-58,7
-63,-19,112,97,-19,-92,-141,-102,44,41,-53,12
-63,-19,117,97,-14,-87,-156,-102,44,41,-53,12
-78,-24,117,97,-14,-78,-161,-97,54,51,-66,15
-78,-24,112,97,-9,-87,-165,-97,54,51,-66,15
-73,-19,92,92,0,-78,-170,-102,54,46,-63,17
-68,-39,92,87,0,-78,-175,-107,29,53,-48,-5
-63,-43,92,87,-14,-82,-175,-107,20,53,-41,-11
-48,-43,92,92,-4,-82,-175,-102,5,45,-26,-19
-78,-48,82,87,-9,-78,-165,-102,30,63,-54,-9
-73,-43,82,87,-9,-82,-165,-102,30,58,-51,-6
-78,-48,82,87,-9,-87,-165,-102,30,63,-54,-9
-82,-68,82,87,-9,-97,-165,-107,14,75,-48,-27
-87,-58,92,97,4,-92,-161,-107,29,72,-58,-14
-102,-58,92,97,4,-82,-161,-97,44,80,-73,-7
-92,-58,92,102,19,-68,-141,-97,34,75,-63,-12
-68,-48,92,102,19,-58,-126,-97,20,58,-44,-14
-78,-58,97,102,14,-58,-126,-107,20,68,-49,-19
-92,-63,97,102,19,-58,-117,-102,29,77,-60,-17
-92,-68,97,102,34,-53,-126,-102,24,80,-58,-22
-78,-63,102,107,34,-43,-126,-102,15,70,-46,-24
-48,-34,107,117,48,-29,-131,-87,14,41,-31,-10
-29,-9,107,122,48,-24,-131,-73,20,19,-24,5
4,9,112,131,53,-19,-126,-68,5,-6,0,7
9,34,112,151,63,-14,-122,-68,25,-21,-8,29
4,29,122,141,78,-9,-131,-58,25,-16,-10,27
4,29,122,146,78,-9,-141,-63,25,-16,-10,27
4,24,122,146,87,-9,-156,-63,20,-14,-8,22
0,24,126,146,97,0,-156,-53,24,-12,-12,24
-29,0,117,141,87,0,-170,-68,29,14,-29,14
-48,-24,102,131,82,-9,-185,-78,24,36,-36,0
-63,-39,82,122,73,-9,-219,-82,24,51,-43,-7
-73,-68,68,112,73,-14,-234,-92,5,70,-39,-31
-58,-39,82,122,87,0,-224,-78,19,48,-38,-10
-48,-29,82,131,97,4,-219,-73,19,38,-33,-5
-39,-29,87,136,102,14,-214,-68,10,34,-24,-9
-39,-19,87,136,102,19,-219,-63,20,29,-29,0
-24,-4,92,141,107,29,-214,-53,20,14,-22,8
-9,9,92,146,117,43,-195,-48,18,0,-13,13
19,29,92,161,131,53,-190,-43,10,-24,4,19
48,48,87,151,141,63,-180,-43,0,-48,24,24
43,43,82,151,146,68,-175,-48,0,-43,21,21
43,19,82,146,151,73,-161,-48,-24,-31,33,-2
19,4,78,136,151,68,-151,-53,-15,-11,17,-5
-4,-24,63,131,151,63,-141,-58,-20,14,8,-22
19,0,73,141,180,87,-126,-48,-19,-9,19,-9
43,19,68,146,190,102,-102,-34,-24,-31,33,-2
53,34,68,151,200,122,-87,-24,-19,-43,36,7
63,48,68,156,209,131,-73,-9,-15,-55,39,16
43,24,48,136,204,122,-82,-24,-19,-33,31,2
53,0,39,126,200,117,-68,-29,-53,-26,53,-26
63,-9,29,117,200,117,-63,-39,-72,-27,67,-40
68,-24,14,102,195,117,-48,-43,-92,-22,80,-58
82,4,24,107,214,131,-43,-29,-78,-43,80,-37
97,34,19,117,219,141,-29,-14,-63,-65,80,-14
87,39,19,122,229,156,-14,0,-48,-63,67,-4
117,78,29,136,239,170,-9,14,-39,-97,78,19
102,63,39,126,234,161,-24,0,-39,-82,70,12
117,58,39,122,229,156,-14,0,-59,-87,88,0
122,68,43,117,224,156,-19,9,-54,-95,88,7
126,82,43,102,219,161,-24,4,-44,-104,85,19
131,73,29,87,204,151,-29,0,-58,-102,94,7
107,53,19,87,204,146,-43,0,-54,-80,80,0
78,34,4,82,195,141,-68,-4,-44,-56,61,-5
43,-9,0,68,180,131,-92,-24,-52,-17,47,-30
48,-24,0,63,170,126,-107,-34,-72,-12,60,-48
63,-19,0,53,165,126,-117,-24,-82,-22,72,-50
73,0,-9,48,165,122,-117,-14,-73,-36,73,-36
87,24,-9,48,165,122,-141,-14,-63,-55,75,-19
87,24,0,58,156,122,-151,-24,-63,-55,75,-19
82,19,0,48,151,112,-136,-24,-63,-50,72,-22
78,24,-4,43,146,112,-151,-19,-54,-51,66,-15
73,24,-9,43,141,107,-161,-19,-49,-48,61,-12
82,34,-9,53,131,102,-175,-19,-48,-58,65,-7
87,24,-9,48,122,102,-190,-19,-63,-55,75,-19
82,29,-9,43,117,87,-195,-24,-53,-55,67,-12
87,19,-9,39,112,78,-195,-24,-68,-53,77,-24
73,9,-14,34,97,68,-200,-34,-64,-41,68,-27
73,9,-19,24,87,53,-204,-43,-64,-41,68,-27
73,0,-24,19,73,39,-209,-53,-73,-36,73,-36
63,-9,-29,19,58,34,-219,-58,-72,-27,67,-40
53,9,-19,14,58,34,-224,-48,-44,-31,48,-17
53,9,-9,19,63,34,-219,-48,-44,-31,48,-17
53,4,-9,24,68,34,-195,-39,-49,-28,51,-22
48,4,-9,24,68,24,-190,-48,-44,-26,46,-20
39,4,0,19,63,19,-185,-43,-35,-21,37,-15
39,4,4,14,53,9,-175,-48,-35,-21,37,-15
53,19,14,29,53,9,-165,-48,-34,-36,43,-7
58,34,24,34,48,14,-156,-48,-24,-46,41,5
63,39,29,48,48,14,-141,-48,-24,-51,43,7
73,53,29,48,48,14,-141,-43,-20,-63,46,16
58,34,24,43,39,4,-141,-43,-24,-46,41,5
29,14,24,43,39,0,-131,-48,-15,-21,22,0
0,9,19,43,24,-4,-126,-63,9,-4,-4,9
-24,-19,19,39,9,-14,-136,-73,5,21,-14,-7
-48,-53,19,29,0,-34,-141,-78,-5,50,-21,-29
-63,-48,19,24,-9,-39,-136,-82,15,55,-39,-16
-48,-29,14,19,-9,-39,-146,-73,19,38,-33,-5
-39,-29,19,24,-9,-39,-156,-73,10,34,-24,-9
-29,-4,29,29,-14,-43,-146,-73,25,16,-27,10
-9,-19,29,29,-14,-43,-136,-73,-10,14,0,-14
-24,-19,34,48,-9,-39,-126,-63,5,21,-14,-7
-34,-4,53,53,-9,-39,-141,-63,30,19,-32,13
-14,24,63,63,-4,-39,-141,-63,38,-5,-26,31
-4,39,78,73,9,-39,-141,-63,43,-17,-23,41
-19,19,63,58,-4,-48,-151,-63,38,0,-28,28
-58,-9,58,53,-24,-58,-175,-63,49,33,-53,20
-82,-39,53,39,-34,-68,-200,-73,43,60,-62,2
-112,-73,53,34,-43,-73,-214,-82,39,92,-75,-17
-63,-34,73,48,-39,-68,-204,-68,29,48,-46,-2
-24,19,78,53,-29,-58,-204,-58,43,2,-33,31
4,39,82,68,-14,-48,-209,-53,35,-21,-15,37
4,43,92,78,-4,-43,-209,-58,39,-23,-17,41
-48,4,82,68,-14,-53,-239,-68,52,22,-50,28
-43,0,82,58,-29,-63,-253,-73,43,21,-43,21
-58,-29,73,48,-48,-78,-258,-82,29,43,-43,0
-78,-58,63,39,-63,-92,-263,-97,20,68,-49,-19
-68,-39,73,39,-58,-87,-263,-87,29,53,-48,-5
-68,-29,73,43,-53,-82,-263,-87,39,48,-53,5
-63,-14,82,48,-48,-78,-268,-82,49,38,-56,17
-63,-4,82,48,-43,-82,-268,-82,59,33,-61,27
-34,14,97,68,-43,-73,-253,-78,48,10,-41,31
-34,24,102,73,-34,-63,-244,-68,58,5,-46,41
-14,39,107,82,-24,-53,-244,-58,53,-12,-33,46
-4,48,117,97,-14,-48,-224,-53,52,-22,-28,50
-34,29,117,92,-29,-63,-224,-58,63,2,-48,46
-48,9,112,87,-39,-68,-229,-73,57,19,-52,33
-68,0,102,82,-43,-82,-244,-78,68,34,-68,34
-97,-4,97,78,-43,-87,-248,-78,93,50,-95,44
-107,-24,92,73,-48,-92,-253,-82,83,65,-95,29
-102,-34,92,68,-58,-102,-248,-87,68,68,-85,17
-131,-43,97,63,-63,-107,-253,-92,88,87,-109,22
-141,-39,97,63,-68,-107,-253,-92,102,90,-121,31
-97,-19,112,73,-48,-97,-239,-78,78,58,-87,29
-78,-4,122,78,-43,-92,-239,-78,74,41,-76,35
-68,4,122,82,-43,-92,-248,-87,72,32,-70,38
-68,4,117,87,-43,-107,-258,-97,72,32,-70,38
-63,4,107,87,-53,-107,-253,-97,67,29,-65,35
-73,-19,107,87,-63,-107,-263,-97,54,46,-63,17
-97,-34,102,82,-63,-112,-263,-102,63,65,-80,14
-122,-34,102,78,-63,-112,-268,-107,88,78,-105,27
-141,-48,92,78,-68,-122,-278,-117,93,94,-117,22
-131,-53,97,87,-58,-117,-278,-107,78,92,-104,12
-117,-34,97,92,-48,-107,-278,-97,83,75,-100,24
-112,-48,102,97,-48,-107,-278,-97,64,80,-88,8
-97,-14,117,102,-39,-92,-273,-82,83,55,-90,34
-58,9,126,107,-24,-78,-244,-78,67,24,-62,38
-24,43,156,117,-14,-53,-229,-73,67,-9,-45,55
34,97,170,136,9,-48,-209,-48,63,-65,-14,80
-102,-39,131,102,-39,-82,-253,-97,63,70,-82,12
-156,-97,97,73,-58,-117,-263,-126,59,126,-107,-19
-200,-107,97,73,-68,-126,-268,-126,93,153,-146,-7
-175,-78,131,102,-48,-112,-258,-112,97,126,-136,9
-87,9,156,126,-9,-68,-204,-78,96,39,-91,52
-73,14,156,126,0,-58,-195,-73,87,29,-80,50
-68,19,156,126,0,-58,-185,-68,87,24,-77,53
-63,24,156,126,0,-58,-175,-63,87,19,-75,55
-58,29,156,126,0,-58,-165,-58,87,14,-72,58
-14,63,180,141,14,-43,-156,-39,77,-24,-45,70
9,97,190,161,29,-29,-146,-34,88,-53,-39,92
43,122,200,180,43,-14,-126,-19,79,-82,-18,100
63,146,204,195,53,4,-117,-14,83,-104,-10,114
29,107,195,175,43,-19,-131,-29,78,-68,-24,92
-24,63,180,151,19,-34,-141,-43,87,-19,-55,75
-63,19,161,131,9,-39,-146,-53,82,22,-72,50
-87,0,141,117,0,-43,-146,-63,87,43,-87,43
-39,29,146,126,4,-29,-136,-53,68,5,-53,48
0,53,141,122,9,-24,-136,-48,53,-26,-26,53
-9,68,136,117,24,-24,-136,-43,77,-29,-43,72
-4,82,131,117,19,-24,-136,-43,86,-39,-45,84
-34,68,126,112,4,-24,-136,-43,102,-17,-68,85
-34,58,122,102,4,-24,-136,-43,92,-12,-63,75
-24,48,112,97,4,-29,-136,-43,72,-12,-48,60
-4,53,112,97,4,-29,-146,-43,57,-24,-30,55
19,87,117,97,19,-9,-146,-24,68,-53,-24,77
53,112,122,102,24,0,-141,-9,59,-82,-3,85
68,126,112,97,29,14,-131,-14,58,-97,5,92
73,117,102,87,24,4,-126,-14,44,-95,14,80
39,73,92,73,0,-9,-165,-29,34,-56,2,53
48,58,78,58,-4,-24,-175,-39,10,-53,19,34
24,53,63,48,-14,-39,-180,-48,29,-38,-2,41
4,29,58,43,-19,-48,-180,-58,25,-16,-10,27
-24,0,43,29,-29,-63,-190,-63,24,12,-24,12
-53,-43,34,19,-43,-73,-219,-73,10,48,-31,-16
-97,-78,19,9,-63,-78,-239,-82,19,87,-58,-29
-126,-107,9,4,-73,-82,-248,-87,19,116,-72,-44
-78,-58,29,24,-43,-53,-229,-68,20,68,-49,-19
-24,0,63,48,-24,-39,-219,-53,24,12,-24,12
24,48,92,73,-4,-24,-219,-43,24,-36,0,36
78,102,112,92,9,-9,-209,-34,24,-90,27,63
53,78,97,82,-4,-24,-214,-39,25,-65,14,51
9,34,92,73,-14,-34,-234,-53,25,-21,-8,29
-14,9,87,63,-24,-39,-239,-58,23,2,-18,16
-39,-14,82,53,-34,-48,-234,-58,25,26,-32,5
-24,0,92,58,-19,-48,-229,-48,24,12,-24,12
-14,14,92,63,-19,-48,-234,-58,28,0,-21,21
-34,9,92,58,-29,-58,-248,-68,43,12,-38,26
-48,-4,92,58,-24,-58,-244,-82,44,26,-46,20
-53,-19,78,43,-39,-68,-239,-82,34,36,-43,7
-58,-24,78,39,-43,-68,-244,-82,34,41,-46,5
-73,-29,78,39,-48,-73,-248,-87,44,51,-58,7
-73,-34,73,39,-48,-73,-253,-87,39,53,-56,2
-78,-29,63,39,-48,-73,-263,-87,49,53,-63,10
-78,-34,73,34,-53,-73,-263,-92,44,56,-61,5
-78,-34,78,34,-58,-78,-253,-87,44,56,-61,5
-87,-48,78,29,-63,-82,-253,-92,39,67,-63,-4
-73,-48,78,24,-68,-92,-244,-102,25,60,-49,-11
-68,-53,73,24,-68,-92,-248,-102,15,60,-41,-19
-78,-48,73,24,-68,-92,-248,-97,30,63,-54,-9
-87,-39,68,24,-68,-92,-244,-92,48,63,-67,4
-102,-43,73,29,-63,-87,-239,-82,59,72,-80,8
-102,-48,78,29,-68,-87,-234,-92,54,75,-78,3
-97,-48,82,34,-68,-82,-229,-92,49,72,-73,0
-92,-53,87,39,-63,-78,-214,-92,39,72,-65,-7
-78,-34,78,29,-68,-78,-200,-82,44,56,-61,5
-73,-29,82,34,-68,-73,-204,-82,44,51,-58,7
-68,-19,82,34,-68,-73,-214,-82,49,43,-58,15
-63,0,82,29,-68,-78,-219,-82,63,31,-63,31
-92,-53,68,14,-82,-97,-234,-92,39,72,-65,-7
-112,-87,58,9,-87,-102,-229,-102,25,99,-68,-31
-126,-102,53,4,-92,-107,-224,-112,24,114,-75,-39
-136,-107,53,0,-92,-107,-219,-117,29,121,-82,-39
-107,-53,63,24,-82,-97,-195,-107,54,80,-80,0
-78,-34,73,34,-73,-87,-195,-97,44,56,-61,5
-68,-14,78,34,-68,-87,-195,-92,54,41,-61,20
-39,14,82,39,-68,-82,-200,-87,53,12,-46,33
-58,-4,78,34,-68,-82,-200,-87,54,31,-56,25
-68,-19,78,34,-63,-78,-190,-87,49,43,-58,15
-58,-19,82,29,-63,-73,-190,-87,39,38,-48,10
-68,-29,87,24,-58,-73,-190,-82,39,48,-53,5
-78,-29,82,29,-68,-82,-185,-92,49,53,-63,10
-87,-39,78,29,-68,-82,-180,-92,48,63,-67,4
-107,-43,73,24,-73,-82,-180,-92,64,75,-85,10
-107,-43,73,24,-73,-87,-190,-92,64,75,-85,10
-14,43,92,43,-53,-68,-161,-68,57,-14,-35,50
-34,24,122,53,-53,-68,-165,-73,58,5,-46,41
-68,0,141,68,-53,-68,-165,-73,68,34,-68,34
-112,-39,126,73,-63,-92,-156,-87,73,75,-92,17
-185,-112,107,73,-78,-117,-180,-136,73,148,-129,-19
-209,-141,136,122,-63,-126,-204,-151,68,175,-138,-36
-156,-87,175,175,-9,-87,-195,-131,69,121,-112,-9
-68,-9,175,195,68,-19,-131,-82,59,38,-63,25
29,48,161,204,156,82,-68,-24,19,-38,5,33
82,78,126,180,234,170,-24,0,-4,-80,43,37
87,73,78,122,292,253,14,29,-14,-80,50,29
107,87,34,63,356,351,87,78,-20,-97,63,33
170,126,-4,19,434,478,185,141,-44,-148,107,41
224,161,-82,-63,517,610,268,195,-63,-192,143,49
253,170,-209,-214,575,751,351,268,-83,-211,168,43
307,200,-366,-400,639,912,458,346,-107,-253,207,46
424,287,-507,-566,702,1073,580,448,-137,-355,280,75
605,434,-639,-717,766,1224,692,551,-171,-519,388,131
761,566,-741,-863,795,1346,775,634,-195,-663,478,185
785,561,-849,-1005,790,1390,824,673,-224,-673,504,168
717,483,-961,-1137,717,1342,834,663,-234,-600,475,124
649,405,-1049,-1254,527,1156,751,600,-244,-527,446,80
595,331,-1107,-1366,258,873,600,497,-264,-463,429,33
566,307,-1088,-1405,4,595,468,429,-259,-436,412,24
536,322,-1044,-1395,-175,366,380,380,-214,-429,375,54
478,263,-1029,-1376,-336,141,248,287,-215,-370,346,24
400,141,-1015,-1361,-527,-97,87,170,-259,-270,329,-59
312,9,-971,-1317,-722,-336,-63,43,-303,-160,307,-147
258,-43,-907,-1234,-844,-483,-156,-39,-301,-107,279,-172
287,9,-795,-1098,-834,-497,-180,-48,-278,-148,282,-134
312,68,-668,-927,-732,-429,-175,-24,-244,-190,278,-88
248,24,-566,-785,-624,-375,-200,-43,-224,-136,236,-100
161,-53,-507,-688,-556,-366,-234,-97,-214,-54,187,-133
112,-107,-444,-600,-507,-336,-253,-112,-219,-2,165,-163
53,-151,-370,-492,-453,-312,-278,-122,-204,49,128,-177
24,-161,-297,-405,-390,-287,-302,-136,-185,68,104,-173
53,-102,-234,-312,-322,-258,-292,-126,-155,24,104,-128
87,-19,-161,-224,-258,-224,-273,-117,-106,-34,96,-62
53,9,-97,-161,-214,-195,-273,-122,-44,-31,48,-17
9,0,-48,-112,-175,-170,-283,-107,-9,-4,9,-4
9,9,-4,-58,-141,-146,-263,-92,0,-9,4,4
48,43,29,-29,-102,-117,-234,-73,-5,-45,26,19
48,73,43,-4,-92,-102,-239,-73,25,-60,11,49
-9,29,48,24,-78,-102,-253,-82,38,-10,-23,33
-43,-24,53,43,-73,-112,-253,-112,19,33,-31,-2
-73,-58,58,43,-63,-107,-253,-112,15,65,-44,-21
-78,-53,68,48,-58,-102,-253,-112,25,65,-51,-14
-68,-39,78,58,-48,-92,-253,-107,29,53,-48,-5
-73,-53,68,58,-53,-87,-253,-107,20,63,-46,-16
-78,-34,82,63,-53,-87,-239,-107,44,56,-61,5
-87,-53,87,68,-48,-92,-239,-107,34,70,-60,-9
-92,-58,87,68,-48,-97,-229,-107,34,75,-63,-12
-68,-24,97,82,-34,-82,-214,-97,44,46,-56,10
-34,0,107,87,-24,-82,-200,-97,34,17,-34,17
-19,14,107,87,-24,-73,-180,-92,33,2,-26,23
-4,19,107,92,-24,-73,-175,-87,23,-7,-13,21
-43,-4,102,87,-34,-82,-175,-92,39,23,-41,17
-73,-19,102,87,-34,-82,-165,-97,54,46,-63,17
-97,-39,97,87,-34,-82,-165,-102,58,68,-77,9
-122,-53,97,82,-34,-78,-170,-112,69,87,-95,8
-112,-63,97,82,-34,-87,-180,-112,49,87,-80,-7
-107,-63,97,87,-24,-87,-180,-112,44,85,-75,-9
-107,-53,97,97,-19,-78,-180,-107,54,80,-80,0
-102,-48,97,87,-19,-78,-170,-107,54,75,-78,3
-92,-29,107,102,-14,-63,-170,-97,63,60,-77,17
-73,-19,112,107,-4,-58,-175,-92,54,46,-63,17
-63,-9,122,112,0,-53,-175,-82,54,36,-58,22
-53,9,126,122,4,-48,-175,-78,62,22,-57,35
-48,4,122,122,-4,-53,-185,-97,52,22,-50,28
-53,-9,117,117,-4,-58,-204,-102,44,31,-48,17
-73,-29,107,112,-9,-58,-214,-102,44,51,-58,7
-78,-43,92,107,-9,-78,-224,-107,35,60,-56,-4
-63,-29,97,112,0,-73,-229,-107,34,46,-48,2
-58,-39,102,107,0,-68,-234,-107,19,48,-38,-10
-53,-34,107,107,-14,-68,-234,-102,19,43,-36,-7
-39,-24,112,112,-4,-63,-234,-92,15,31,-27,-4
-39,4,126,126,19,-43,-224,-82,43,17,-41,23
-14,24,131,136,29,-34,-214,-73,38,-5,-26,31
0,34,136,146,39,-24,-204,-63,34,-17,-17,34
14,29,141,156,48,-19,-195,-58,15,-21,0,22
-29,4,131,146,34,-29,-190,-68,33,12,-31,18
-73,-19,122,136,24,-34,-200,-68,54,46,-63,17
-92,-43,112,131,29,-34,-190,-78,49,67,-70,3
-97,-58,102,122,19,-39,-185,-87,39,77,-68,-9
-78,-39,117,136,29,-29,-185,-78,39,58,-58,0
-73,-24,117,141,39,-29,-175,-73,49,48,-61,12
-53,-9,117,146,58,-24,-185,-73,44,31,-48,17
-19,14,122,156,63,-14,-185,-73,33,2,-26,23
-29,4,117,146,53,-14,-180,-68,33,12,-31,18
-39,0,107,141,48,-14,-180,-63,39,19,-39,19
-34,-9,102,141,48,-14,-175,-68,25,21,-29,8
-58,-14,92,151,53,-14,-170,-78,44,36,-51,15
-43,-4,97,151,68,-4,-165,-73,39,23,-41,17
-34,0,102,156,68,0,-170,-73,34,17,-34,17
-24,0,107,156,78,4,-180,-68,24,12,-24,12
-19,4,117,156,87,19,-175,-53,23,7,-21,13
-39,0,117,151,82,14,-165,-63,39,19,-39,19
-48,-4,112,151,82,9,-165,-68,44,26,-46,20
-53,0,102,151,78,14,-185,-68,53,26,-53,26
-53,-9,97,151,82,14,-185,-73,44,31,-48,17
-29,9,107,165,97,29,-170,-68,38,10,-33,23
-19,9,102,170,107,34,-170,-63,28,5,-23,18
-9,0,102,170,112,43,-170,-58,9,4,-9,4
-9,0,97,165,112,48,-180,-53,9,4,-9,4
14,19,107,180,126,63,-156,-43,5,-16,4,12
29,39,112,185,136,73,-136,-39,10,-34,9,24
58,63,117,200,151,78,-131,-34,5,-60,26,34
87,87,117,190,161,82,-122,-34,0,-87,43,43
68,87,102,195,170,87,-131,-39,19,-77,24,53
63,58,102,185,170,92,-122,-39,-5,-60,34,26
34,39,97,170,165,87,-117,-43,5,-36,14,22
4,4,82,161,161,82,-112,-48,0,-4,2,2
39,24,92,170,185,107,-107,-43,-15,-31,27,4
63,39,87,175,190,112,-92,-34,-24,-51,43,7
73,48,87,180,195,122,-87,-29,-25,-60,49,11
82,58,87,185,200,122,-82,-19,-24,-70,53,17
78,58,87,185,204,131,-82,-24,-20,-68,49,19
92,58,87,185,209,136,-68,-19,-34,-75,63,12
107,73,87,185,219,146,-63,-19,-34,-90,70,19
117,82,82,180,224,156,-48,-14,-35,-99,76,23
107,82,78,175,229,161,-48,-9,-25,-94,66,28
107,82,68,175,229,161,-48,-4,-25,-94,66,28
82,58,63,170,234,165,-48,0,-24,-70,53,17
97,68,68,175,239,170,-58,4,-29,-82,63,19
102,73,58,161,239,175,-68,-4,-29,-87,65,22
126,78,58,161,239,175,-53,0,-48,-102,87,15
141,97,63,161,239,180,-53,14,-44,-119,92,26
156,122,63,151,239,190,-53,14,-34,-139,95,44
151,107,48,136,219,165,-58,0,-44,-129,97,31
126,82,39,136,214,156,-73,0,-44,-104,85,19
97,58,24,131,200,146,-97,-4,-39,-77,68,9
63,9,19,117,180,131,-122,-24,-54,-36,58,-22
34,-34,-4,102,156,112,-141,-34,-68,0,51,-51
34,-48,-9,82,146,107,-146,-34,-82,7,58,-65
29,-48,-24,68,141,97,-141,-34,-77,9,53,-62
29,-43,-29,58,136,92,-161,-43,-72,7,50,-57
73,-4,0,82,156,107,-161,-39,-77,-34,75,-40
102,29,9,87,161,112,-136,-24,-73,-65,87,-22
131,73,14,97,165,126,-141,-4,-58,-102,94,7
161,112,19,112,170,136,-141,9,-49,-136,105,31
141,92,14,97,156,117,-156,-14,-49,-116,95,21
126,63,9,87,141,112,-170,-19,-63,-94,94,0
102,48,4,78,131,92,-175,-29,-54,-75,78,-3
87,19,0,68,122,78,-175,-34,-68,-53,77,-24
78,9,9,73,102,73,-180,-39,-69,-43,73,-30
73,9,9,63,97,63,-185,-43,-64,-41,68,-27
68,0,9,58,87,53,-190,-48,-68,-34,68,-34
53,-9,9,58,78,53,-200,-48,-62,-22,57,-35
68,24,19,63,87,58,-200,-43,-44,-46,56,-10
82,39,29,68,92,63,-190,-39,-43,-60,62,-2
97,48,29,73,97,68,-161,-24,-49,-72,73,0
107,63,29,73,97,63,-151,-29,-44,-85,75,9
68,24,19,48,78,48,-170,-48,-44,-46,56,-10
39,-4,14,34,63,29,-175,-58,-43,-17,41,-23
24,-19,14,39,58,19,-180,-63,-43,-2,33,-31
0,-34,14,34,48,14,-185,-68,-34,17,17,-34
29,0,43,58,63,24,-156,-53,-29,-14,29,-14
63,43,48,68,68,34,-151,-43,-20,-53,41,11
73,53,48,73,63,34,-146,-39,-20,-63,46,16
68,63,53,82,68,39,-131,-39,-5,-65,36,29
68,73,58,78,68,39,-122,-43,5,-70,31,39
63,58,58,78,58,34,-136,-43,-5,-60,34,26
58,39,58,73,53,19,-146,-39,-19,-48,38,10
63,58,58,73,48,19,-146,-34,-5,-60,34,26
29,39,53,63,39,9,-151,-53,10,-34,9,24
0,9,48,63,29,0,-165,-63,9,-4,-4,9
-29,4,48,63,14,-14,-161,-73,33,12,-31,18
-48,-39,39,58,4,-24,-156,-82,9,43,-28,-15
-48,-43,43,68,14,-24,-146,-63,5,45,-26,-19
-43,-24,63,73,9,-19,-161,-63,19,33,-31,-2
-9,9,73,82,9,-14,-161,-63,18,0,-13,13
14,29,87,92,19,-9,-161,-63,15,-21,0,22
4,9,73,87,0,-14,-161,-68,5,-6,0,7
-29,-9,68,82,-14,-29,-175,-73,20,19,-24,5
-48,-29,63,68,-19,-43,-190,-87,19,38,-33,-5
-73,-53,63,63,-24,-53,-195,-102,20,63,-46,-16
-43,-39,73,63,-24,-43,-190,-87,4,41,-23,-17
-24,0,78,63,-19,-39,-185,-78,24,12,-24,12
-14,4,82,73,-9,-34,-185,-73,18,5,-16,11
-34,-4,92,78,-4,-34,-180,-78,30,19,-32,13
-58,-14,82,87,-4,-34,-195,-78,44,36,-51,15
-34,9,92,87,-9,-34,-195,-73,43,12,-38,26
-29,9,92,87,-19,-39,-185,-73,38,10,-33,23
-29,9,92,87,-24,-43,-175,-78,38,10,-33,23
-39,4,92,78,-14,-43,-175,-68,43,17,-41,23
-39,0,92,82,-14,-43,-175,-68,39,19,-39,19
-34,0,102,87,-14,-43,-180,-63,34,17,-34,17
-34,-4,102,87,-14,-53,-180,-63,30,19,-32,13
-24,14,92,97,-24,-53,-165,-68,38,5,-31,26
-34,14,92,92,-24,-53,-165,-68,48,10,-41,31
-24,19,92,92,-24,-53,-175,-68,43,2,-33,31
-24,19,97,97,-24,-58,-165,-73,43,2,-33,31
-43,-4,112,87,-24,-58,-156,-82,39,23,-41,17
-58,-29,112,87,-29,-58,-151,-92,29,43,-43,0
-78,-43,107,87,-29,-68,-156,-92,35,60,-56,-4
-107,-53,107,87,-24,-68,-151,-87,54,80,-80,0
-87,-43,102,97,-34,-68,-151,-97,44,65,-65,0
